136,'\r\n\tIndustry visit of M.Tech Students to SOTAC Pharmaceuticals Pvt. Ltd  Sanand - Institute of Technology - Nirma University\r\n'
137,'\r\n\tBachelor in Technology Admission - 2017\r\n'
138,'\r\n\tIndustry visit of B.Tech Students to Nirma Bhavnagar and Nirma Savli - Institute of Technology - Nirma University\r\n'
139,'\r\n\tMr. G.S. Parmar Regional Transport Officer of Ahmedabad inaugurated "ROAD SAFETY AND TRAFFIC AWARENESS PROGRAMMEâ\x80\x9d. - Institute of Technology - Nirma University\r\n'
140,'\r\n\tNews Detail\r\n'
141,'\r\n\tBachelor of Design (Communication)\r\n'
142,'\r\n\tBachelor of Design (Industrial)\r\n'
143,'\r\n\tAdmission to First Year B.Arch. Programme\r\n'
144,'\r\n\tB.Pharm Admissions\r\n'
145,'\r\n\tNews Detail\r\n'
146,'\r\n\t February 2014 Media Room archive  Media Gallery archive - 2014  Institute of Law - Nirma University\r\n'
147,'\r\n\tNews Detail\r\n'
148,'\r\n\t July 2014 Media Room archive  Media Gallery archive - 2014  Institute of Law - Nirma University\r\n'
149,'\r\n\t August 2014 Media Room archive  Media Gallery archive - 2014  Institute of Law - Nirma University\r\n'
150,'\r\n\t November 2014 Media Room archive  Media Gallery archive - 2014  Institute of Law - Nirma University\r\n'
151,'\r\n\t August 2009 Media Room archive  Media Gallery archive - 2009  Institute of Law - Nirma University\r\n'
152,'\r\n\tNews Detail\r\n'
153,'\r\n\tNews Detail\r\n'
154,'\r\n\tNews Detail\r\n'
155,'\r\n\tNews Detail\r\n'
156,'\r\n\tNews Detail\r\n'
157,'\r\n\r\n'
158,'\r\n\tNews Detail\r\n'
159,'\r\n\r\n'
160,'\r\n\tMediation Training Workshop II - Institute of Law - Nirma University\r\n'
161,'\r\n\tSixth International and Tenth Biennial  Conference of the Indian Society of  Victimology (ISV)  2017 - Institute of Law - Nirma University\r\n'
162,'\r\n\tInteraction on Air and Space Law  Masters of Law  Scholarships - Institute of Law - Nirma University\r\n'
163,'\r\n\tNational Students Conference on IHL\r\n'
164,'\r\n\tTalk and Discourse on Death Penalty in India - Institute of Law - Nirma University\r\n'
165,'\r\n\r\n'
